APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,search_term
2012.0,2012R37GM024485,553014.0,TargetOnly
2015.0,2015R37AG028730,458496.0,TargetOnly
2016.0,2016R37AI030861,499499.0,TargetOnly
2008.0,2008R37EB000244,553629.0,TargetOnly
2010.0,2010U01CA098758,714960.0,TargetOnly
2011.0,2011U01CA136792,3357027.0,TargetOnly
2016.0,2016U01CA168370,844395.0,TargetOnly
2013.0,2013U01HL041642,35748.0,TargetOnly
2013.0,2013U01HL041652,22670.0,TargetOnly
2013.0,2013U01HL041654,37501.0,TargetOnly
2013.0,2013U01HL065521,23201.0,TargetOnly
2007.0,2007U01HL066621,2473097.0,TargetOnly
2009.0,2009U01HL069757,2996471.0,TargetOnly
2014.0,2014U01HL100408,1434937.0,TargetOnly
2017.0,2017U01HL101422,14051152.0,TargetOnly
2014.0,2014U01HL108630,728137.0,TargetOnly
2017.0,2017U01HL130114,1633666.0,TargetOnly
2014.0,2014U01DK062370,782836.0,TargetOnly
2013.0,2013U01DK062370,1091961.0,TargetOnly
2018.0,2018U01DK104273,347892.0,TargetOnly
2019.0,2019U01GM111251,540474.0,TargetOnly
2012.0,2012U01HG004790,1069271.0,TargetOnly
2013.0,2013U01HG004798,174280.0,TargetOnly
2012.0,2012U01HG004801,868153.0,TargetOnly
2012.0,2012U01HG004802,939156.0,TargetOnly
2012.0,2012U01HG004803,1172605.0,TargetOnly
2016.0,2016U01HG006379,1185346.0,TargetOnly
2014.0,2014U01HG006380,1394266.0,TargetOnly
2014.0,2014U01HG007416,838613.0,TargetOnly
2018.0,2018U01HG008685,953224.0,TargetOnly
2018.0,2018U01HG008672,1837013.0,TargetOnly
2017.0,2017U01HG008701,1673469.0,TargetOnly
2019.0,2019U01AG016976,4709256.0,TargetOnly
2018.0,2018U01AG029824,5794244.0,TargetOnly
2019.0,2019U01AG032984,4053799.0,TargetOnly
2014.0,2014U01AG049505,877241.0,TargetOnly
2017.0,2017U01AI031834,2556947.0,TargetOnly
2017.0,2017U01AI034989,4326146.0,TargetOnly
2017.0,2017U01AI034993,2876961.0,TargetOnly
2017.0,2017U01AI034994,3110547.0,TargetOnly
2017.0,2017U01AI035004,4130343.0,TargetOnly
2017.0,2017U01AI042590,2268869.0,TargetOnly
2019.0,2019U01NS041588,4636977.0,TargetOnly
2018.0,2018U01NS041588,5949596.0,TargetOnly
2017.0,2017U01NS041588,3436132.0,TargetOnly
2019.0,2019U01EB029372,568004.0,TargetOnly
2011.0,2011R21CA149708,204734.0,TargetOnly
2011.0,2011R21HL106325,256078.0,TargetOnly
2012.0,2012R21HL106345,269140.0,TargetOnly
2015.0,2015R21HL120781,247091.0,TargetOnly
2014.0,2014R21HL121422,155148.0,TargetOnly
2017.0,2017R21HD089566,219717.0,TargetOnly
2019.0,2019R21HD092896,191737.0,TargetOnly
2014.0,2014R21AR064473,153011.0,TargetOnly
2018.0,2018R21EB024041,183916.0,TargetOnly
2009.0,2009R21AT003195,239762.0,TargetOnly
2013.0,2013U24CA160036,2119525.0,TargetOnly
2013.0,2013U24DK059637,1049446.0,TargetOnly
2008.0,2008U24DK059637,1192134.0,TargetOnly
2017.0,2017U24DK097154,500561.0,TargetOnly
2020.0,2020U24HG008956,870576.0,TargetOnly
2019.0,2019U24AG021886,10769559.0,TargetOnly
2016.0,2016R00CA169512,272539.0,TargetOnly
2019.0,2019R00CA204602,240214.0,TargetOnly
2013.0,2013R00HL094535,269114.0,TargetOnly
2012.0,2012R00HL097021,297419.0,TargetOnly
2015.0,2015R00HL107744,275268.0,TargetOnly
2018.0,2018R00HL125727,249000.0,TargetOnly
2020.0,2020R00HL138272,234428.0,TargetOnly
2020.0,2020R00HL141678,234429.0,TargetOnly
2011.0,2011R00DK077505,307182.0,TargetOnly
2019.0,2019R00DK107895,240056.0,TargetOnly
2018.0,2018R00HG008399,249000.0,TargetOnly
2018.0,2018DP2CA239597,2415750.0,TargetOnly
2016.0,2016DP2HL137167,2750017.0,TargetOnly
2004.0,2004P50HL054313,2732949.0,TargetOnly
2006.0,2006P50HL077101,5845854.0,TargetOnly
2010.0,2010P50HL083799,4159114.0,TargetOnly
2015.0,2015P50HL083813,526372.0,TargetOnly
2012.0,2012P50HL107192,613361.0,TargetOnly
2012.0,2012P50GM073210,2483889.0,TargetOnly
2012.0,2012P50GM082250,4968989.0,TargetOnly
2016.0,2016P50GM102706,2140898.0,TargetOnly
2017.0,2017P50GM115305,2712405.0,TargetOnly
2017.0,2017P50HG007735,2961609.0,TargetOnly
2018.0,2018P50AT002776,1828664.0,TargetOnly
2019.0,2019T35HL007473,170052.0,TargetOnly
2014.0,2014T35DK007383,203858.0,TargetOnly
2009.0,2009T35DK066141,175747.0,TargetOnly
2011.0,2011RL1HL092550,892126.0,TargetOnly
2010.0,2010RL1DK081187,587177.0,TargetOnly
2016.0,2016ZIGHL006020,24050.0,TargetOnly
2015.0,2015ZIGHL006020,2544670.0,TargetOnly
2014.0,2014U19HL065962,3872927.0,TargetOnly
2014.0,2014U19HL069757,2875118.0,TargetOnly
2013.0,2013U19HL069757,2855634.0,TargetOnly
2014.0,2014U19GM061388,3534433.0,TargetOnly
2020.0,2020U19AG062682,8070700.0,TargetOnly
2008.0,2008U19AI067769,3441425.0,TargetOnly
2010.0,2010UC2HL102924,3197550.0,TargetOnly
2010.0,2010UC2HL102925,19511307.0,TargetOnly
2016.0,2016K08HL111330,141703.0,TargetOnly
2014.0,2014K08HL114642,154316.0,TargetOnly
2019.0,2019K08HL128794,163577.0,TargetOnly
2019.0,2019K08HL124068,181135.0,TargetOnly
2018.0,2018K08HL124068,184960.0,TargetOnly
2019.0,2019K08HL136850,157326.0,TargetOnly
2019.0,2019K08HL140203,164004.0,TargetOnly
2020.0,2020K08HL148552,153132.0,TargetOnly
2020.0,2020K08HL153950,121303.0,TargetOnly
2013.0,2013K08HD062142,146782.0,TargetOnly
2017.0,2017K08AR066569,177911.0,TargetOnly
2013.0,2013R44HL095169,671346.0,TargetOnly
2019.0,2019R44GM109549,723536.0,TargetOnly
2015.0,2015R41HL126346,252523.0,TargetOnly
2016.0,2016K99HL125727,138187.0,TargetOnly
2017.0,2017K99HL138272,90022.0,TargetOnly
2014.0,2014K99DK100539,101257.0,TargetOnly
2018.0,2018R33HL120781,512112.0,TargetOnly
2016.0,2016R56HL132209,420027.0,TargetOnly
2019.0,2019R56HL139736,394930.0,TargetOnly
2014.0,2014R56AI085087,435970.0,TargetOnly
2018.0,2018R56MH115957,869805.0,TargetOnly
2019.0,2019F30HL137255,48251.0,TargetOnly
2018.0,2018F30HL137255,40264.0,TargetOnly
2017.0,2017F30HL136188,33041.0,TargetOnly
2020.0,2020R35HL135793,546017.0,TargetOnly
2018.0,2018R35HL135793,579955.0,TargetOnly
2020.0,2020R35HL135799,953561.0,TargetOnly
2019.0,2019R35HL135824,869705.0,TargetOnly
2018.0,2018R35HL135820,850059.0,TargetOnly
2019.0,2019R35GM118062,668002.0,TargetOnly
2018.0,2018R35GM118062,692783.0,TargetOnly
2018.0,2018R35GM118158,764372.0,TargetOnly
2017.0,2017R35GM119679,404017.0,TargetOnly
2020.0,2020R35GM126943,476341.0,TargetOnly
2019.0,2019UG3HL147367,1040313.0,TargetOnly
2018.0,2018UG3HL147367,826169.0,TargetOnly
2018.0,2018UG3TR002142,1058270.0,TargetOnly
2019.0,2019UG3TR002636,761518.0,TargetOnly
2012.0,2012P60DK020572,1996419.0,TargetOnly
2010.0,2010PL1DK081182,623274.0,TargetOnly
2010.0,2010PL1DK081183,550508.0,TargetOnly
2018.0,2018R24DK103032,849287.0,TargetOnly
2013.0,2013R24HD050924,1158036.0,TargetOnly
2014.0,2014UC4DK104207,4220128.0,TargetOnly
2020.0,2020U41HG009649,2771135.0,TargetOnly
2015.0,2015R03AG046605,80288.0,TargetOnly
2015.0,2015DP1MH100706,970814.0,TargetOnly
2019.0,2019TL1TR002016,372262.0,TargetOnly
2013.0,2013G12MD007597,2084347.0,TargetOnly
2017.0,2017DP5OD017897,444681.0,TargetOnly
