PMID
34325831
34317411
34315626
34314498
34307425
34303265
34298554
34292576
34246818
34226170
34112592
34105316
34082687
34071276
34070931
34052174
34038761
34001653
33990512
33976097
33955565
33954930
33951531
33951415
33935749
33933263
33932462
33916362
33901739
33894772
33892329
33892045
33866776
33849844
33844133
33836639
33808697
33792095
33790708
33783343
33755145
33753241
33722880
33722697
33712271
33710847
33686244
33667684
33667517
33643062
33632254
33624099
33624041
33599896
33589405
33520801
33438437
33428482
33419661
33402450
33392875
33384242
33367195
33358061
33351170
33304274
33298738
33243717
33239979
33196313
33196306
33169229
33167005
33155961
33144414
33138962
33138961
33078867
33051646
33032236
33030677
33014302
32997212
32987194
32978095
32942879
32939318
32929056
32928709
32921006
32850243
32842270
32821708
32820336
32820320
32800583
32772741
32770521
32729335
32713907
32690434
32673528
32650914
32646562
32646561
32624555
32613143
32597252
32595449
32568565
32556778
32523442
32514867
32495301
32494971
32460779
32419478
32400094
32381161
32381160
32379108
32375792
32375175
32370518
32363493
32349970
32331936
32326795
32324179
32302598
32276577
32275743
32249172
32240727
32223657
32223446
32223429
32202541
32199850
32192644
32188296
32186821
32150753
32128056
32108309
32091922
32089006
32080823
32072178
32035487
32026310
32015064
32000957
31980481
31958817
31948656
31948655
31948642
31948641
31932084
31927694
31912632
31902215
31893957
31882376
31882264
31879033
31848588
31843957
31823301
31818448
31806185
31797311
31790300
31783124
31782112
31767518
31756491
31748600
31746939
31741198
31741082
31739339
31732742
31714636
31708410
31707832
31707828
31707826
31707788
31706300
31700518
31695403
31692938
31653513
31643517
31623472
31599200
31593483
31577611
31571964
31538826
31533069
31529318
31521544
31512717
31490035
31478991
31475572
31474626
31474577
31469687
31466615
31466614
31463238
31453780
31442512
31434809
31422119
31413843
31405836
31400268
31386936
31377052
31356537
31350625
31349086
31331789
31329489
31327477
31301293
31292220
31288990
31283369
31281070
31280466
31272931
31272929
31270529
31253441
31251421
31250329
31243435
31241493
31236902
31230174
31221533
31207615
31190079
31178716
31166599
31157893
31127398
31121022
31117810
31116934
31116933
31116932
31116931
31116930
31116929
31103377
31100030
31076261
31065993
31064717
31058470
31049147
30979437
30957208
30954414
30948945
30946207
30941517
30926528
30920543
30910670
30898609
30898075
30895178
30877491
30853281
30848181
30847681
30845107
30845106
30843929
30838555
30782243
30776916
30768966
30765907
30762200
30753594
30745204
30745203
30738610
30737057
30734207
30729307
30709868
30704570
30704252
30704247
30704246
33693121
30694521
30650126
30629143
30605511
30597487
30597485
30595172
30591415
30586775
30579806
30573963
30550765
30527147
30520245
30502968
30509509
30499328
30485782
30485622
30448414
30428396
30423394
30420622
30403574
30372843
30371190
30364059
30354510
30323110
30317986
30317985
30311368
30311078
30306859
30293878
30287608
30287210
30274588
30257549
30229525
30222031
30209099
30207557
30207556
30201248
30183216
30183102
30150083
30112987
30068817
30059843
30058841
30055750
30053327
30025648
30012326
30011788
29999811
29992480
29979908
29941396
29940784
29934421
29934068
29895529
29802688
29802110
29792380
29779195
29779055
29753563
29725997
29725996
29724769
29713852
29706812
29692249
29667842
29649884
29627892
29609754
29606415
29606363
29548678
29526502
29525934
29525445
29517085
29498875
29493859
29489129
29472008
29436756
29414257
29411770
29411675
29407597
29396260
29377473
29366497
29361723
29346544
29335943
29332377
29299849
29285510
29254691
29241886
29231064
29223954
29220019
29210646
29186504
29181773
29181527
29171769
29169476
29168543
29153823
29144702
29144668
29121222
29116337
29096867
29095667
29069065
29056268
29038906
28994502
28978220
28974137
28973087
28971955
28964736
28919772
28905478
28903137
28884604
28862926
28854074
28846236
28831261
28826253
28817679
28745604
28804243
28799203
28798072
28784313
28768335
28750828
28750477
28740397
28738813
28721159
28709786
28693998
28625378
28623954
28623742
28618994
28617192
28600283
28596304
28572002
28571647
28555526
28549755
28545518
28537000
28532784
28531826
28529918
28500517
28494987
28483838
28477848
28453187
28444187
28403032
28395555
28391904
28391886
28374849
28347654
28329114
28328015
28304229
28292488
28289523
28277798
28263403
28260498
28206704
28163543
28155622
28153103
28153102
28137217
28131656
28115017
28108631
28104607
28093956
28087743
28083599
28081940
28063030
28060539
28038950
28025677
27993383
27986651
27976927
27967260
27956402
27933632
27888904
27888902
27886619
27877050
27755114
27797643
27793396
27789928
27784878
27650859
27777279
27661220
27740972
27739167
27729681
27729106
27711959
27697814
29308438
27678444
27678423
27669716
27668059
27660454
27639753
27625344
27620356
27618825
27606041
27573600
27572070
27567901
27548598
27538393
27533159
27483697
27481380
27478094
27477957
27470008
27460890
27456066
27452202
27445021
27438459
27400448
27389630
27389448
27363304
27359211
30044561
27352986
27312020
27312019
27305302
27287699
27274264
27273173
27250613
30695320
27231792
27216427
27215418
27207595
27206951
27203103
27195910
27186592
27184170
27182572
27159996
27133571
27117037
27116175
27115873
27098076
27096698
27095708
27089600
27086681
27079874
27075380
27012540
26968977
26961048
26960892
26935836
26912922
26911710
26911578
26892118
26892117
26886466
26872608
26868931
26861255
26859553
26855411
26853264
26844247
26834934
26822080
26798848
26789774
26785741
26766888
26718096
26702335
26692765
26689785
26687696
26686784
26684558
26664657
26662572
26662340
26652784
26652782
26651519
26638010
26624842
26596726
26586732
26580117
26566525
26563849
26548330
