PMID
34356905
34352405
34351937
34341098
34339471
34337724
34327494
34327493
34327487
34327467
34322524
34317411
34315254
34307504
34307425
34303265
34298554
34289703
34283191
34281247
34280453
34279797
34275305
34270402
34266235
34262805
34246818
34208231
34202378
34202098
34199468
34198795
34193720
34188988
34187478
34176852
34174143
34172394
34171952
34159305
34154390
34153278
34146172
34146170
34144130
34137224
34132735
34128273
34126724
34124564
34118252
34113771
34111537
34110899
34108083
34101657
34092756
34092505
34091069
34089466
34088867
34086694
34081216
34071276
34071103
34070931
34061126
34060998
34058468
34058443
34058371
34052738
34052073
34047441
34047032
34044829
34042340
34041285
34038761
34036816
34025093
34019847
34016226
34015522
34011825
34004550
33996408
33995586
33995505
33993819
33992809
33990512
33980578
33972781
33972728
33969434
33969232
33966446
33963467
33958634
33958572
33954930
33951531
33951415
33947873
33944871
33935749
33933263
33932462
33929368
33925815
33923431
33919550
33904340
33901739
33894772
33892925
33892329
33892045
33891693
33889061
33885177
33883272
33870931
33866776
33865531
33864011
33849844
33845383
33844133
33843806
33836639
33834043
33833685
33824001
33823719
33822931
33822122
33821686
33818688
33813856
33808894
33808697
33808034
33807407
33802219
33801308
33801208
33798923
33795379
33792095
33789832
33789749
33776743
33775647
33768516
33766264
33763342
33763200
33760160
33758009
33755951
33755275
33755145
33753241
33752091
33749180
33748401
33746137
33745063
33740630
33739075
33738300
33732287
33720368
33716107
33712271
33710847
33710845
33708484
33694108
33687065
33686460
33686244
33668055
33667684
33667517
33663735
33662421
33655822
33655372
33647772
33643062
33642439
33639994
33638801
33637979
33626480
33624058
33624051
33624041
33621361
33617645
33611488
33609733
33609572
33607265
33606190
33601267
33599434
33590771
33587692
33586467
33585891
33581713
33581194
33580772
33576442
33571670
33567826
33565320
33558758
33556817
33549441
33546945
33538256
33537217
33535788
33533259
33531418
33523181
33515402
33512150
33508743
33502687
33500108
33498088
33489919
33488522
33483872
33483533
33476944
33474877
33471721
33463677
33461620
33461570
33454344
33447695
33442452
33440821
33429337
33428485
33428482
33419720
33419661
33418990
33416098
33413096
33407555
33403972
33402450
33395089
33394716
33394363
33392875
33384242
33372900
33367195
33364976
33359059
33358061
33356392
33356374
33356222
33355940
33351170
33342939
33341055
33338448
33335431
33333472
33333042
33326580
33325243
33309206
33307067
33304274
33302966
33302043
33301423
33298738
33295631
33294038
33289416
33278128
33278127
33276863
33268660
33262811
33262707
33257928
33251993
33244470
33243717
33236356
33229322
33226544
33222314
33218974
33213848
33211673
33209524
33207932
33202286
33197560
33186855
33180196
33177715
33177309
33177004
33173529
33170686
33169229
33168860
33166319
33158028
33155961
33153264
33151240
33147992
33143700
33137282
33134466
33133313
33128247
33123601
33119548
33116551
33108009
33107729
33104492
33104403
33104398
33104111
33094041
33091218
33090294
33089390
33080961
33078867
33076542
33074778
33070710
33070644
33065780
33062601
33060383
33051646
33032236
33029265
33028503
33025069
33023603
33020528
33016816
33014302
33002965
32999210
32998342
32997915
32997212
32995726
32995028
32987194
32981918
32979126
32977124
32975918
32967202
32966148
32952349
32949971
32946862
32945973
32942879
32941503
32939318
32938225
32929693
32929056
32928709
32921038
32921006
32915170
32913308
32913121
32911577
32902560
32897268
32895189
32892993
32891803
