PMID
34161695
34160750
34160494
34159306
34156230
34155869
34153471
34152488
34151077
34149418
34148470
34147801
34147486
34147009
34146704
34145064
34144099
34143938
34139455
34139326
34138213
34137922
34136955
34134572
34134033
34133973
34130217
34129900
34129062
34128210
34128166
34127273
34126547
34126252
34124028
34122043
34121977
34120280
34120027
34119224
34116491
34116326
34114390
34110153
34109771
34105607
34105191
34104889
34104051
34102321
34102130
34099598
34098083
34097099
34094370
34094290
34093172
34093032
34092762
34091993
34090895
34090247
34089947
34088207
34088035
34087957
34087409
34086178
34086100
34085109
34084135
34082359
34080709
34079061
34078793
34078790
34077754
34076049
34075536
34072924
34072449
34071744
34070837
34070220
34070167
34070099
34069854
34069766
34067702
34067242
34066904
34066629
34061562
34060234
34059056
34058248
34057672
34057051
34056494
34053713
34052752
34052739
34051493
34047146
34047061
34043123
34036731
34033838
34032886
34030370
34030253
34029971
34029291
34028046
34027602
34027193
34027185
34026059
34026054
34025412
34025179
34024109
34021860
34021706
34021689
34021611
34019427
34018874
34018740
34018549
34017249
34013783
34012694
34012254
34007157
34000364
33999717
33999440
33993975
33993958
33992880
33991570
33991492
33990679
33988053
33987723
33984802
33984546
33984470
33982650
33980436
33979775
33979725
33978901
33978087
33976539
33975999
33975224
33973781
33973692
33970420
33968600
33968583
33962540
33961835
33961403
33957044
33954208
33950796
33950473
33948501
33946788
33946559
33945941
33945799
33942965
33942176
33939923
33939580
33936095
33934188
33933832
33933169
33930998
33930485
33930193
33930191
33928691
33926141
33923726
33922726
33922645
33922392
33922328
33921560
33920972
33920326
33919582
33918940
33918721
33917273
33917200
33917107
33916863
33916760
33916375
33916370
33916300
33916113
33915968
33915501
33914192
33914087
33913398
33913109
33911936
33910028
33901982
33901634
33900332
33900070
33898246
33892271
33891263
33889183
33887586
33887253
33884761
33884174
33883895
33883448
33882364
33882267
33879444
33879437
33878882
33872422
33870811
33869976
33869871
33868981
33868974
33866217
33865141
33864372
33861892
33861417
33859794
33858313
33855662
33855299
33852798
33852284
33852232
33851619
33851543
33850520
33848903
33848902
33848544
33846917
33845128
33844597
33843146
33841537
33841208
33841167
33840924
33840019
33839958
33838708
33833663
33832903
33831780
33831403
33831382
33829876
33829779
33823243
33823097
33820504
33819530
33818647
33817501
33815562
33813088
33812989
33811574
33809771
33808822
33808553
33807784
33807562
33806197
33804880
33804719
33804083
33803769
33802178
33801149
33800819
33800652
33800622
33800212
33800064
33799463
33799178
33799154
33798905
33797061
33795516
33794375
